,0,bunrui,name,no,omosa,spec_bougyo,spec_hp,spec_kougeki,spec_subayasa,spec_tokubou,spec_tokukou,takasa,text_1,text_2,tokusei_1,tokusei_2,type_1,type_2
0,,こどくポケモン,カラカラ,104,6.5,6,3,3,3,3,3,0.4,しにわかれたははおやをおもいだしなくとあたまにかぶったホネのなかでものがなしくひびくのだ。,しんだははおやのホネをかぶる。ゆめをみてなくこともあるけれどなみだをながすたびにつよくなる。,15,172,9,0
0,,ほねずきポケモン,ガラガラ,105,45.0,7,4,5,3,5,3,1.0,かなしみをのりこえてたくましくしんかした。ホネをぶきにしてゆうかんにてきとわたりあう。,しんかしてかぶっていたははおやのホネがいったいかしてそのうえきょうぼうなせいかくにかわった。,15,172,9,0
0,,キックポケモン,サワムラー,106,49.8,4,3,8,6,7,3,1.5,みごとなバランスかんかく。どんなしせいでもれんぞくでキックをはなてるすごいやつ。,あしがじゆうにのびちぢみしてとおくはなれているばあいでもあいてをけりあげることができる。,74,90,7,0
0,,パンチポケモン,エビワラー,107,50.2,5,3,7,5,7,3,1.4,くうきをきりさくパンチ。かすっただけでやけどになるほどパンチのスピードははやいのだ。,くうきをもきりさくパンチ。だが３ぷんかんこうげきするとひとやすみしたくなるらしい。,98,122,7,0
0,,なめまわしポケモン,ベロリンガ,108,65.5,5,6,4,2,5,4,1.2,ネバネバしただえきにふれたままほうっておくとものすごいかゆみがはじまりとまらなくなるぞ。,むしポケモンがおもなエサ。ながいしたであいてをなめてしびれたところをまるのみにする。,208,136,1,0
0,,どくガスポケモン,ドガース,109,1.0,6,3,4,3,3,4,0.6,どくガスでパンパンのからだ。なまゴミのくさったにおいをもとめゴミすてばにやってくる。,きたないくうきがごちそう。むかしのガラルちほうにはいまよりたくさんのドガースがいたという。,187,31,8,0
0,,どくガスポケモン,マタドガス,110,9.5,8,4,6,4,5,5,1.2,どちらかがふくらむとかたほうはしぼむふたごのドガース。いつもたいないのどくガスをまぜている。,ごくまれにとつぜんへんいでふたごのちいさいドガースがれんけつしたままでることがある。,187,0,8,0
0,,とげとげポケモン,サイホーン,111,115.0,6,5,5,2,2,2,1.0,あたまはわるいがちからがつよくこうそうビルもたいあたりでコナゴナにふんさいする。,ひとつのことしかおぼえられない。とっしんをはじめるとりゆうはどうでもよくなりすぐにわすれる。,172,15,9,13
0,,ドリルポケモン,サイドン,112,120.0,8,7,8,3,3,3,1.9,しんかしてうしろあしだけでたつようになった。ツノでつくとがんせきにもあなをあけてしまう。,ぜんしんをよろいのようなひふでまもっている。２０００どのマグマのなかでもいきられる。,172,15,9,13
0,,たまごポケモン,ラッキー,113,34.6,1,15,1,3,7,3,1.1,タマゴはえいようまんてんであじもばつぐん。こうきゅうなしょくざいとしてあつかわれる。,もともとはうごきがにぶかった。タマゴをねらうものからまもるためにげあしがはやくなった。,71,130,1,0
0,,ツルじょうポケモン,モンジャラ,114,35.0,7,4,4,4,3,6,1.0,ちぎれてもむげんにのびるツルのおくのしょうたいはいまだかいめいされていない。,ツルはどくとくのかおりがする。ガラルのいちぶのちいきではハーブとしてつかわれている。,236,242,4,0
0,,おやこポケモン,ガルーラ,115,80.0,5,7,6,6,5,3,2.2,はらのふくろにこどもがいるがフットワークはとてもかるい。すばやいジャブであいてをいかく。,こどものいないガルーラがそうなんしたにんげんのこをそだてていたというきろくがある。,159,47,1,0
0,,ドラゴンポケモン,タッツー,116,8.0,5,2,3,4,2,5,0.4,しおのながれがおだやかなうみにすむ。おそわれるとまっくろなスミをはいてそのすきににげだす。,すいちゅうをおどるようにおよいでうずをつくる。なかまとうずのおおきさをきそってあそぶ。,84,91,3,0
0,,ドラゴンポケモン,シードラ,117,25.0,6,4,4,5,3,6,1.2,オスがこどもをそだてる。こそだてちゅうはせなかのトゲのどくそがつよくこくなるのだ。,ほそいくちだがきゅういんりょくはつよい。くちよりおおきなエサもいっしゅんですいこみたべるぞ。,133,91,3,0
0,,きんぎょポケモン,トサキント,118,15.0,4,3,4,4,3,3,0.6,せびれむなびれおびれがゆうがにたなびくのでみずのおどりことよばれる。,せビレむなビレがきんにくのようにはったつしておりすいちゅうを５ノットのはやさでおよぐ。,84,218,3,0
0,,きんぎょポケモン,アズマオウ,119,39.0,4,5,6,4,5,4,1.3,あきになるとプロポーズのためからだにあぶらがのってきてとてもきれいないろにへんかする。,ツノでかわぞこのいわをくりぬきすをつくるのはうみつけたタマゴがながされないようにするためだ。,84,218,3,0
0,,ほしがたポケモン,ヒトデマン,120,34.5,4,2,3,5,4,5,0.8,なつのおわりのはまべにいくときそくてきなリズムでひかるヒトデマンのむれがみられるよ。,さかなポケモンについばまれるがからだがちぎれてもすぐにさいせいするのできにしない。,154,71,3,0
0,,なぞのポケモン,スターミー,121,80.0,5,4,5,7,5,6,1.1,きょうれつなサイコパワーをはなつときコアとよばれるきかんがなないろにきらめく。,からだをこうそくでかいてんさせうみをおよぎながらちいさなプランクトンをきゅうしゅうする。,154,71,3,11
0,,バリアーポケモン,バリヤード,122,54.5,4,3,3,6,8,6,1.3,おおきなてのひらはパントマイムをするためにはったつしたとかんがえるがくしゃもおおい。,パントマイムがとくい。ゆびからだしたはどうでかべをつくりあまたのこうげきからみをまもる。,200,175,11,18
0,,かまきりポケモン,ストライク,123,56.0,5,5,7,7,5,4,1.5,たたかいをかさねるごとにカマのきれあじはあがる。たいぼくもいっとうりょうだんにきりさくぞ。,もりのなかでたくさんのきがきりたおされたばしょをみつけたらそこはストライクのナワバリだ。,222,121,12,10
0,,ひとがたポケモン,ルージュラ,124,40.6,3,4,3,6,6,7,1.4,ガラルのとあるちいきではこおりのじょおうとよんでルージュラをおそれあがめていた。,ガラルのルージュラはうつくしくせんさいななきごえをもつものがおおくファンもいるほど。,136,238,6,11
0,,でんげきポケモン,エレブー,125,30.0,4,4,5,7,5,6,1.1,でんきをねらうエレブーのたいさくにじめんポケモンをおくはつでんしょはおおい。,あらしがくるとたかいきのまわりにあつまりかみなりがおちるのをじっとまちつづける。,103,0,5,0
0,,ひふきポケモン,ブーバー,126,44.5,4,4,6,6,5,6,1.3,ほのおでえものをしとめる。ついついやきすぎてくろコゲにしてしまいこうかいする。,ぜんしんがつねにもえている。かじをおこすげんいんのひとつとしておそれられる。,205,0,2,0
0,,くわがたポケモン,カイロス,127,55.0,6,4,8,5,5,4,1.5,ツノでたがいをかくづけする。ふとくりっぱなツノをもつカイロスほどいせいににんき。,ツノでえものをはさみこみそのまままっぷたつにするかごういんになげとばしてしまう。,30,35,12,0
0,,あばれうしポケモン,ケンタロス,128,88.4,6,5,6,7,5,3,1.4,しっぽでじぶんのからだをたたきだしたらきけんだぞ。もうスピードでつっこんでくる。,ガラルにくらすケンタロスはきしょうがあらくにんげんがせにのることをゆるさない。,13,14,1,0
0,,さかなポケモン,コイキング,129,10.0,4,2,1,5,2,1,0.9,ちからもスピードもほとんどダメ。せかいでいちばんよわくてなさけないポケモンだ。,ながれのはやいところではただながされていくだけのひよわでなさけないポケモン。,84,0,3,0
0,,きょうあくポケモン,ギャラドス,130,235.0,5,6,8,5,6,4,6.5,ひじょうにきょうぼうなせいかく。くちからだすはかいこうせんはすべてのものをやきつくす。,いちどあばれだしたギャラドスはあらしがふきすさんでいようともどんなものでもやきつくしてしまう。,13,0,3,10
0,,のりものポケモン,ラプラス,131,220.0,5,8,5,4,6,5,2.5,かしこくこころやさしいポケモン。きれいなうたごえをひびかせながらうみのうえをおよいでいく。,さむさにつよくこおりのうみもへいき。ひふはスベスベですこしだけひんやりしているよ。,119,68,3,6
0,,へんしんポケモン,メタモン,132,4.0,3,3,3,3,3,3,0.3,ぜんしんのさいぼうをくみかえてみたものそっくりにへんしんするがちからがぬけるともとにもどる。,メタモンどうしであってしまうとあいてそっくりのかたちになろうといつもよりはげしくうごく。,74,0,1,0
0,,しんかポケモン,イーブイ,133,6.5,3,4,4,4,4,3,0.3,まわりのかんきょうにあわせてからだのつくりをかえていくのうりょくのもちぬし。,ふあんていないでんしのおかげでさまざまなしんかのかのうせいをひめているとくしゅなポケモン。,139,120,1,0
0,,あわはきポケモン,シャワーズ,134,29.0,4,8,4,4,6,7,1.0,シャワーズのぜんしんのひれがこきざみにふるえはじめるのはすうじかんごにあめがふるしるし。,からだのさいぼうのつくりがみずのぶんしとにている。みずにとけるとみえなくなる。,119,0,3,0
